outer_fold,candidate,rank_inner_average_precision,mean_inner_average_precision,std_inner_average_precision,mean_inner_roc_auc,std_inner_roc_auc,mean_inner_brier_score,std_inner_brier_score,mean_inner_recall_at_0_50,std_inner_recall_at_0_50,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda
2,19,5,0.5899116052870343,0.03566730457632839,0.7765531994047619,0.01121898155023325,0.16843337955087556,0.0045074842482231295,0.4375,0.06909634979907084,500,3,0.03,5,0.9,0.7,0.25,0.1,2.0
2,8,6,0.5895980111859036,0.0368605592972218,0.7696707589285714,0.012380189278249722,0.1724758406488819,0.005540711520929184,0.40104166666666663,0.061405344388289554,500,3,0.05,8,0.7,0.8,0.5,0.1,5.0
2,30,7,0.5878330985429305,0.044756933605102696,0.7741350446428571,0.013763231254706656,0.16847477286196003,0.005399462438079273,0.3697916666666667,0.04000596743681567,350,5,0.03,3,0.7,0.8,1.0,0.01,10.0
2,3,8,0.5865934603488029,0.034999551370350525,0.7722749255952381,0.014649766096211549,0.17133571575179463,0.0053600669355355025,0.40625000000000006,0.06987712429686843,700,4,0.02,3,0.7,0.8,0.0,0.0,5.0
2,7,9,0.5862564395096685,0.033615642300195266,0.7714378720238094,0.011473614017369117,0.171040479901325,0.00498625367523881,0.43749999999999994,0.04419417382415923,500,2,0.05,8,0.7,0.7,1.0,0.01,2.0
2,9,10,0.5854154589266228,0.027364232639343566,0.7693917410714286,0.020225052677984943,0.17685027017221933,0.008486828200950909,0.4635416666666667,0.075655411699656,250,4,0.08,3,0.9,0.7,0.25,0.0,1.0
2,25,11,0.5852236503045992,0.04188700712253315,0.777436755952381,0.00963722993257282,0.16824920374447488,0.004971515061979675,0.421875,0.04968433340713258,500,2,0.03,3,0.8,0.9,0.5,0.01,2.0
2,39,12,0.5840576655174154,0.03304264412293204,0.7729259672619047,0.012708421955499472,0.16990228258684043,0.003001151236916514,0.44270833333333337,0.06314768569261532,350,2,0.08,5,0.9,1.0,1.0,0.01,1.0
2,1,13,0.5831720667702948,0.04888421727816746,0.7737630208333333,0.0071018738674946055,0.1690754629402253,0.005974504744640941,0.4270833333333333,0.042949016933517284,700,2,0.1,1,0.9,0.7,1.0,0.01,10.0
2,35,14,0.5816394090493952,0.012610612739324184,0.7573009672619048,0.02258623271625298,0.1827904106062062,0.006996516238862234,0.45833333333333337,0.06073908223797187,700,4,0.05,5,0.7,1.0,0.5,0.01,2.0
